广东组播,#genre#
体育赛事[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.157:8176
淘精彩[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.178:8001
快乐垂钓[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.164:8001
大健康[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.251:8001
CETV1[高清],http://hema.vps.malash.net:4022/rtp/239.3.1.57:8152
CETV2,http://hema.vps.malash.net:4022/rtp/239.3.1.54:4120
CETV3,http://hema.vps.malash.net:4022/rtp/239.3.1.55:4120
CETV4,http://hema.vps.malash.net:4022/rtp/239.3.1.56:4120
少儿动画,http://hema.vps.malash.net:4022/rtp/239.3.1.199:9000
热播剧场,http://hema.vps.malash.net:4022/rtp/239.3.1.194:9020
解密,http://hema.vps.malash.net:4022/rtp/239.3.1.75:4120
军事,http://hema.vps.malash.net:4022/rtp/239.3.1.76:4120
军旅剧场,http://hema.vps.malash.net:4022/rtp/239.3.1.68:4120
动画,http://hema.vps.malash.net:4022/rtp/239.3.1.80:4120
古装剧场,http://hema.vps.malash.net:4022/rtp/239.3.1.69:4120
台球,http://hema.vps.malash.net:4022/rtp/239.3.1.85:4120
嘉佳卡通,http://hema.vps.malash.net:4022/rtp/239.3.1.147:9268
国学,http://hema.vps.malash.net:4022/rtp/239.3.1.77:4120
城市剧场,http://hema.vps.malash.net:4022/rtp/239.3.1.67:4120
墨宝,http://hema.vps.malash.net:4022/rtp/239.3.1.83:4120
好学生,http://hema.vps.malash.net:4022/rtp/239.3.1.81:4120
山东教育,http://hema.vps.malash.net:4022/rtp/239.3.1.52:4120
戏曲,http://hema.vps.malash.net:4022/rtp/239.3.1.78:4120
收视指南,http://hema.vps.malash.net:4022/rtp/239.3.1.193:8012
早教,http://hema.vps.malash.net:4022/rtp/239.3.1.79:4120
武侠剧场,http://hema.vps.malash.net:4022/rtp/239.3.1.90:4120
武术,http://hema.vps.malash.net:4022/rtp/239.3.1.87:4120
爱生活,http://hema.vps.malash.net:4022/rtp/239.3.1.86:4120
美人,http://hema.vps.malash.net:4022/rtp/239.3.1.73:4120
美妆,http://hema.vps.malash.net:4022/rtp/239.3.1.72:4120
财富天下,http://hema.vps.malash.net:4022/rtp/239.3.1.53:9136
足球,http://hema.vps.malash.net:4022/rtp/239.3.1.89:4120
金鹰卡通,http://hema.vps.malash.net:4022/rtp/239.3.1.51:9252
鉴赏,http://hema.vps.malash.net:4022/rtp/239.3.1.82:4120
音乐现场,http://hema.vps.malash.net:4022/rtp/239.3.1.70:4120
高网,http://hema.vps.malash.net:4022/rtp/239.3.1.88:4120
魅力时尚,http://hema.vps.malash.net:4022/rtp/239.3.1.196:9012
